Client_ID,Categoria,SubCategoria,Produto,Ano,Mes,Cidade,Valor,Volume
3097,XTZ250,Sub-Categoria 10,PDT182,2020,9,Cidade35,5478.0515430,20.4
3097,XTZ250,Sub-Categoria 10,PDT182,2020,9,Cidade83,10311.6828500,38.4
3097,XTZ250,Sub-Categoria 10,PDT182,2020,9,Cidade83,4189.1247530,15.6
1177,XTZ250,Sub-Categoria 10,PDT182,2020,9,Cidade108,26745.6936200,99.6
3654,XTZ250,Sub-Categoria 10,PDT182,2020,9,Cidade90,13534.0333900,50.4
2491,XTZ250,Sub-Categoria 10,PDT182,2020,10,Cidade36,304.1033622,1.2
1582,XTZ250,Sub-Categoria 10,PDT182,2020,10,Cidade93,2215.4019610,8.4
2312,XTZ250,Sub-Categoria 10,PDT182,2020,10,Cidade81,18298.4984200,72.0
678,XTZ250,Sub-Categoria 10,PDT182,2020,10,Cidade86,10956.1222700,40.8
3301,XTZ250,Sub-Categoria 10,PDT182,2020,11,Cidade52,55735.7907000,200.4
2325,XTZ250,Sub-Categoria 10,PDT182,2020,11,Cidade11,7011.2661010,27.6
123,XTZ250,Sub-Categoria 10,PDT182,2020,11,Cidade52,6444.8065750,24.0
1321,XTZ250,Sub-Categoria 10,PDT182,2020,11,Cidade11,18689.9419500,69.6
888,XTZ250,Sub-Categoria 10,PDT182,2020,11,Cidade79,5478.0611330,20.4
2359,XTZ250,Sub-Categoria 10,PDT182,2020,11,Cidade11,1933.4429320,7.2
2128,XTZ250,Sub-Categoria 10,PDT182,2020,11,Cidade40,8056.0106170,30.0
1110,XTZ250,Sub-Categoria 10,PDT182,2020,11,Cidade31,10633.9025600,39.6
2098,XTZ250,Sub-Categoria 10,PDT182,2020,11,Cidade79,10243.3221700,33.6
2634,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade81,155.7487969,1.0
1917,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade81,408.8405919,1.0
47,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade29,7164.9433620,22.8
47,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade29,3771.0197930,12.0
1302,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade40,6072.9755040,22.8
2089,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade81,77.8743985,1.0
2777,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade11,74.8725898,1.0
3265,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade81,519.1594596,1.0
512,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade42,3778.2413970,14.4
2664,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade66,191.3964742,1.0
1522,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade73,860.7614546,1.0
1522,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade73,2867.9165320,10.8
792,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade93,3148.5424900,12.0
3076,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade81,573.8249856,1.0
241,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade50,2867.9165320,10.8
668,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade40,133.0578084,1.0
668,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade40,6072.9755040,22.8
2229,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade10,1780.7534860,1.0
1177,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade108,1657.8327760,1.0
1321,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade11,1408.3086260,1.0
1582,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade93,4.9486687,1.0
2734,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade11,297.1119291,1.0
2734,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade11,9279.6552600,36.0
2734,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade11,8774.8526930,36.0
3114,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade100,97.3334076,1.0
804,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade93,13384.3649300,55.2
781,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade40,133.0578084,1.0
781,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade40,5114.0846350,19.2
131,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade81,196.7575319,1.0
2243,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade58,15648.4096200,60.0
2544,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade93,3148.5424900,12.0
3193,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade11,2557.0423170,9.6
1867,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade11,4794.4543450,18.0
239,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade11,3196.3028970,12.0
2632,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade52,1464.3839470,4.8
2320,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade52,48435.9385800,182.4
1110,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade31,10171.4993400,39.6
413,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade81,248.8911809,1.0
485,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade81,464.5227049,1.0
678,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade86,966.4097764,1.0
1397,XTZ250,Sub-Categoria 10,PDT182,2020,12,Cidade74,102.8766838,1.0
3247,XTZ250,Sub-Categoria 10,PDT182,2021,1,Cidade11,2920.6934500,10.8
3733,XTZ250,Sub-Categoria 10,PDT182,2021,1,Cidade36,1182.1883000,4.8
2354,XTZ250,Sub-Categoria 10,PDT182,2021,1,Cidade70,649.0470893,2.4
2951,XTZ250,Sub-Categoria 10,PDT182,2021,1,Cidade70,649.0470893,2.4
654,XTZ250,Sub-Categoria 10,PDT182,2021,1,Cidade65,13192.1980800,49.2
3147,XTZ250,Sub-Categoria 10,PDT182,2021,1,Cidade85,1182.1883000,4.8
1794,XTZ250,Sub-Categoria 10,PDT182,2021,1,Cidade2,10939.8709000,40.8
2949,XTZ250,Sub-Categoria 10,PDT182,2021,1,Cidade70,973.5614081,3.6
1912,XTZ250,Sub-Categoria 10,PDT182,2021,2,Cidade55,2832.0779950,10.8
1302,XTZ250,Sub-Categoria 10,PDT182,2021,2,Cidade40,29.7537578,1.0
2777,XTZ250,Sub-Categoria 10,PDT182,2021,2,Cidade11,4404.6171450,16.8
2051,XTZ250,Sub-Categoria 10,PDT182,2021,2,Cidade72,155.9558209,1.0
2857,XTZ250,Sub-Categoria 10,PDT182,2021,2,Cidade24,7585.5106670,30.0
804,XTZ250,Sub-Categoria 10,PDT182,2021,2,Cidade72,13703.9165900,55.2
2243,XTZ250,Sub-Categoria 10,PDT182,2021,2,Cidade58,1245.4876900,1.0
2951,XTZ250,Sub-Categoria 10,PDT182,2021,2,Cidade70,23.2402220,1.0
2312,XTZ250,Sub-Categoria 10,PDT182,2021,2,Cidade81,239.2109870,1.0
3193,XTZ250,Sub-Categoria 10,PDT182,2021,2,Cidade11,22.5851780,1.0
654,XTZ250,Sub-Categoria 10,PDT182,2021,2,Cidade65,527.1996848,1.0
3050,XTZ250,Sub-Categoria 10,PDT182,2021,2,Cidade88,2269.0630890,9.6
1867,XTZ250,Sub-Categoria 10,PDT182,2021,2,Cidade11,29.7537578,1.0
1488,XTZ250,Sub-Categoria 10,PDT182,2021,2,Cidade74,97.5092919,1.0
2192,XTZ250,Sub-Categoria 10,PDT182,2021,2,Cidade52,518.3888821,1.0
2854,XTZ250,Sub-Categoria 10,PDT182,2021,3,Cidade81,36.0920002,1.0
1761,XTZ250,Sub-Categoria 10,PDT182,2021,3,Cidade70,623.0759798,2.4
2312,XTZ250,Sub-Categoria 10,PDT182,2021,3,Cidade81,250.4943500,1.0
940,XTZ250,Sub-Categoria 10,PDT182,2021,5,Cidade93,79.2418685,1.0
942,XTZ250,Sub-Categoria 10,PDT182,2021,5,Cidade57,1458.5707260,1.0
943,XTZ250,Sub-Categoria 10,PDT182,2021,5,Cidade70,364.6472944,1.0
945,XTZ250,Sub-Categoria 10,PDT182,2021,5,Cidade85,396.6337373,1.0
946,XTZ250,Sub-Categoria 10,PDT182,2021,5,Cidade105,316.9767001,1.0
241,XTZ250,Sub-Categoria 10,PDT182,2021,5,Cidade50,602.7142609,1.0
2544,XTZ250,Sub-Categoria 10,PDT182,2021,5,Cidade93,463.0053757,1.0
239,XTZ250,Sub-Categoria 10,PDT182,2021,5,Cidade11,470.0263399,1.0
2632,XTZ250,Sub-Categoria 10,PDT182,2021,5,Cidade52,305.9239863,1.0
47,XTZ250,Sub-Categoria 10,PDT182,2021,6,Cidade29,3152.9757330,15.6
47,XTZ250,Sub-Categoria 10,PDT182,2021,6,Cidade29,2910.4433960,14.4
1368,XTZ250,Sub-Categoria 10,PDT182,2021,6,Cidade86,1456.8177910,1.0
1522,XTZ250,Sub-Categoria 10,PDT182,2021,6,Cidade73,609.0709552,1.0
1110,XTZ250,Sub-Categoria 10,PDT182,2021,6,Cidade31,2160.1781740,1.0
678,XTZ250,Sub-Categoria 10,PDT182,2021,6,Cidade86,2607.0565520,1.0
3193,XTZ250,Sub-Categoria 10,PDT182,2021,8,Cidade11,1999.0927130,9.6
71,XTZ250,Sub-Categoria 10,PDT182,2021,9,Cidade35,3952.4061560,16.8
71,XTZ250,Sub-Categoria 10,PDT182,2021,9,Cidade6,2540.8325290,10.8
1811,XTZ250,Sub-Categoria 10,PDT182,2021,9,Cidade52,1204.0907560,4.8
590,XTZ250,Sub-Categoria 10,PDT182,2021,9,Cidade42,9654.4070800,40.8
1903,XTZ250,Sub-Categoria 10,PDT182,2021,9,Cidade110,6493.2386850,27.6
3097,XTZ250,Sub-Categoria 10,PDT182,2021,9,Cidade35,3952.4061560,16.8
3097,XTZ250,Sub-Categoria 10,PDT182,2021,9,Cidade17,3952.4061560,16.8
3097,XTZ250,Sub-Categoria 10,PDT182,2021,9,Cidade83,7622.4975870,32.4
1982,XTZ250,Sub-Categoria 10,PDT182,2021,9,Cidade110,2250.5742420,10.8
2390,XTZ250,Sub-Categoria 10,PDT182,2021,9,Cidade29,1237.8024550,4.8
1582,XTZ250,Sub-Categoria 10,PDT182,2021,9,Cidade93,2900.6454140,12.0
1750,XTZ250,Sub-Categoria 10,PDT182,2021,9,Cidade58,17463.5645200,90.0
2632,XTZ250,Sub-Categoria 10,PDT182,2021,9,Cidade52,752.2764836,4.0
3301,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade52,11528.2534400,1.0
3301,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade52,49919.8861600,200.4
2482,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade112,1575.2047040,1.0
2482,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade112,2540.8325290,10.8
1912,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade55,610.7244462,1.0
3247,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade11,585.9196921,1.0
218,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade11,2710.3396460,13.2
2777,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade11,4927.8908590,24.0
655,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade35,3043.3823950,1.0
1368,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade86,1976.2030780,8.4
3097,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade35,994.6350570,1.0
3097,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade83,1770.6478210,1.0
2857,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade24,2242.2629370,1.0
3669,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade72,13305.3056500,64.8
241,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade50,3203.1035980,15.6
1321,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade11,3841.3045560,1.0
1627,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade11,17247.6180100,84.0
804,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade72,12812.5155800,62.4
804,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade93,15276.4610100,74.4
158,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade72,10841.3602200,52.8
1794,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade2,2269.3412150,1.0
3654,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade90,3036.7886850,1.0
678,XTZ250,Sub-Categoria 10,PDT182,2021,10,Cidade86,3670.2390460,15.6
1446,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade29,6161.1037140,25.2
2325,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade11,3359.8585300,18.0
1302,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade40,1235.8223020,1.0
1302,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade40,10303.5658400,55.2
3522,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade52,1343.9430930,7.2
2376,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade35,6268.3591810,1.0
2777,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade11,928.4505207,1.0
123,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade52,1294.7533340,1.0
123,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade52,6495.7268100,34.8
1988,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade57,9598.7006650,40.8
2354,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade70,161.6866248,1.0
1321,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade11,10079.5755900,54.0
888,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade79,1114.7567530,1.0
888,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade79,3359.8585300,18.0
2734,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade11,7839.6699020,42.0
804,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade93,5298.6366770,26.4
781,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade40,1040.6937240,1.0
2359,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade11,266.0742717,1.0
2359,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade11,4255.8211230,22.8
2243,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade58,3625.3361360,1.0
830,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade74,3612.7072600,18.0
2128,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade40,1618.4584180,1.0
1761,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade70,106.8253582,1.0
3193,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade11,528.5557909,1.0
769,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade85,4737.8386450,27.6
654,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade65,3286.3092070,1.0
654,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade65,9407.6032450,50.4
1867,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade11,975.6492695,1.0
1867,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade11,3135.8682800,16.8
239,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade11,3807.8390290,20.4
2632,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade52,142.2567258,0.8
1987,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade29,5269.8748750,20.4
2320,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade52,9829.0752290,1.0
2949,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade70,242.5235558,1.0
2098,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade79,8287.6504010,44.4
1261,XTZ250,Sub-Categoria 10,PDT182,2021,11,Cidade11,4255.8211230,22.8
477,XTZ250,Sub-Categoria 10,PDT182,2021,12,Cidade83,15626.6852700,75.6
47,XTZ250,Sub-Categoria 10,PDT182,2021,12,Cidade29,1576.2106680,1.0
47,XTZ250,Sub-Categoria 10,PDT182,2021,12,Cidade29,829.5820205,1.0
1299,XTZ250,Sub-Categoria 10,PDT182,2021,12,Cidade79,3301.9367800,16.8
1299,XTZ250,Sub-Categoria 10,PDT182,2021,12,Cidade79,707.5578814,3.6
3247,XTZ250,Sub-Categoria 10,PDT182,2021,12,Cidade11,2663.6090400,13.2
590,XTZ250,Sub-Categoria 10,PDT182,2021,12,Cidade42,30025.0013900,135.6
2354,XTZ250,Sub-Categoria 10,PDT182,2021,12,Cidade70,3147.9026900,15.6
1885,XTZ250,Sub-Categoria 10,PDT182,2021,12,Cidade97,19754.4166900,99.6
668,XTZ250,Sub-Categoria 10,PDT182,2021,12,Cidade40,1394.4041520,1.0
13,XTZ250,Sub-Categoria 10,PDT182,2021,12,Cidade9,2830.2315250,14.4
2951,XTZ250,Sub-Categoria 10,PDT182,2021,12,Cidade70,174.7922667,1.0
2951,XTZ250,Sub-Categoria 10,PDT182,2021,12,Cidade70,3147.9026900,15.6
1742,XTZ250,Sub-Categoria 10,PDT182,2021,12,Cidade81,1984.3409870,9.6
1761,XTZ250,Sub-Categoria 10,PDT182,2021,12,Cidade70,3147.9026900,15.6
2320,XTZ250,Sub-Categoria 10,PDT182,2021,12,Cidade52,16708.0955800,82.8
2949,XTZ250,Sub-Categoria 10,PDT182,2021,12,Cidade70,3147.9026900,15.6
2482,XTZ250,Sub-Categoria 10,PDT183,2020,5,Cidade112,5557.0971600,165.6
942,XTZ250,Sub-Categoria 10,PDT183,2020,5,Cidade57,5008.6348950,144.0
1557,XTZ250,Sub-Categoria 10,PDT183,2020,6,Cidade58,834.7757032,28.8
3301,XTZ250,Sub-Categoria 10,PDT183,2020,6,Cidade52,10226.3743500,302.4
10,XTZ250,Sub-Categoria 10,PDT183,2020,6,Cidade93,6260.9916890,180.0
201,XTZ250,Sub-Categoria 10,PDT183,2020,6,Cidade57,89.2090565,1.0
835,XTZ250,Sub-Categoria 10,PDT183,2020,6,Cidade29,1830.9257880,57.6
1736,XTZ250,Sub-Categoria 10,PDT183,2020,6,Cidade52,1373.2474820,43.2
1736,XTZ250,Sub-Categoria 10,PDT183,2020,6,Cidade11,5492.9899260,172.8
2370,XTZ250,Sub-Categoria 10,PDT183,2020,7,Cidade40,0.3381693,1.0
482,XTZ250,Sub-Categoria 10,PDT183,2020,7,Cidade79,1048.0542380,1.0
342,XTZ250,Sub-Categoria 10,PDT183,2020,7,Cidade88,22.1259330,1.0
314,XTZ250,Sub-Categoria 10,PDT183,2020,7,Cidade66,127.1902979,1.0
315,XTZ250,Sub-Categoria 10,PDT183,2020,7,Cidade28,318.0047306,1.0
2915,XTZ250,Sub-Categoria 10,PDT183,2020,7,Cidade57,126.9101005,1.0
421,XTZ250,Sub-Categoria 10,PDT183,2020,7,Cidade57,191.0076723,1.0
342,XTZ250,Sub-Categoria 10,PDT183,2020,8,Cidade88,5721.7083050,180.0
342,XTZ250,Sub-Categoria 10,PDT183,2020,8,Cidade88,2059.8180810,64.8
2777,XTZ250,Sub-Categoria 10,PDT183,2020,8,Cidade11,243.4818829,7.2
3061,XTZ250,Sub-Categoria 10,PDT183,2020,8,Cidade81,455.7362481,14.4
2544,XTZ250,Sub-Categoria 10,PDT183,2020,8,Cidade93,228.8729699,7.2
342,XTZ250,Sub-Categoria 10,PDT183,2020,9,Cidade88,14648.2758800,460.8
3650,XTZ250,Sub-Categoria 10,PDT183,2020,9,Cidade52,2003.5273890,57.6
2689,XTZ250,Sub-Categoria 10,PDT183,2020,9,Cidade52,1502.6117250,43.2
2443,XTZ250,Sub-Categoria 10,PDT183,2020,9,Cidade11,4006.9678200,115.2
3522,XTZ250,Sub-Categoria 10,PDT183,2020,11,Cidade52,443.8520134,16.0
512,XTZ250,Sub-Categoria 10,PDT183,2020,11,Cidade42,456.2386711,16.0
1092,XTZ250,Sub-Categoria 10,PDT183,2020,11,Cidade93,911.5401301,32.0
842,XTZ250,Sub-Categoria 10,PDT183,2020,11,Cidade11,1082.1417020,32.0
1987,XTZ250,Sub-Categoria 10,PDT183,2020,11,Cidade29,11300.6995100,344.0
1557,XTZ250,Sub-Categoria 10,PDT183,2020,12,Cidade58,3.0338616,1.0
1483,XTZ250,Sub-Categoria 10,PDT183,2020,12,Cidade57,65.8367282,1.0
1298,XTZ250,Sub-Categoria 10,PDT183,2020,12,Cidade85,823.8866523,24.0
3138,XTZ250,Sub-Categoria 10,PDT183,2020,12,Cidade110,121.2481805,1.0
1736,XTZ250,Sub-Categoria 10,PDT183,2020,12,Cidade52,20.4930585,1.0
1736,XTZ250,Sub-Categoria 10,PDT183,2020,12,Cidade11,81.9818959,1.0
1863,XTZ250,Sub-Categoria 10,PDT183,2020,12,Cidade58,38.1165091,1.0
707,XTZ250,Sub-Categoria 10,PDT183,2020,12,Cidade70,2140.2637230,64.0
723,XTZ250,Sub-Categoria 10,PDT183,2020,12,Cidade52,26.9375988,1.0
2093,XTZ250,Sub-Categoria 10,PDT183,2021,2,Cidade68,14.9901523,1.0
2370,XTZ250,Sub-Categoria 10,PDT183,2021,2,Cidade40,27.3069017,1.0
1446,XTZ250,Sub-Categoria 10,PDT183,2021,2,Cidade29,507.8892749,1.0
1446,XTZ250,Sub-Categoria 10,PDT183,2021,2,Cidade29,70.3009500,1.0
987,XTZ250,Sub-Categoria 10,PDT183,2021,2,Cidade110,8.0584003,1.0
835,XTZ250,Sub-Categoria 10,PDT183,2021,2,Cidade29,64.7631867,1.0
2128,XTZ250,Sub-Categoria 10,PDT183,2021,2,Cidade40,90.9720835,1.0
842,XTZ250,Sub-Categoria 10,PDT183,2021,2,Cidade11,54.4705853,1.0
2312,XTZ250,Sub-Categoria 10,PDT183,2021,2,Cidade81,155.6875309,1.0
2312,XTZ250,Sub-Categoria 10,PDT183,2021,2,Cidade81,21.6259204,1.0
2312,XTZ250,Sub-Categoria 10,PDT183,2021,2,Cidade81,4.3251841,1.0
239,XTZ250,Sub-Categoria 10,PDT183,2021,2,Cidade11,1.5181110,1.0
239,XTZ250,Sub-Categoria 10,PDT183,2021,2,Cidade11,0.5060370,1.0
2320,XTZ250,Sub-Categoria 10,PDT183,2021,2,Cidade52,7.8197037,1.0
2234,XTZ250,Sub-Categoria 10,PDT183,2021,3,Cidade7,12.4981588,1.0
2443,XTZ250,Sub-Categoria 10,PDT183,2021,4,Cidade11,719.7946509,1.0
942,XTZ250,Sub-Categoria 10,PDT183,2021,5,Cidade57,1304.1337030,1.0
1987,XTZ250,Sub-Categoria 10,PDT183,2021,5,Cidade29,2926.8033680,1.0
3301,XTZ250,Sub-Categoria 10,PDT183,2021,6,Cidade52,2963.0948130,1.0
942,XTZ250,Sub-Categoria 10,PDT183,2021,6,Cidade57,2930.4220100,96.0
943,XTZ250,Sub-Categoria 10,PDT183,2021,6,Cidade70,1953.6178560,64.0
2777,XTZ250,Sub-Categoria 10,PDT183,2021,6,Cidade11,63.0541184,1.0
2051,XTZ250,Sub-Categoria 10,PDT183,2021,6,Cidade72,1774.6621710,64.0
3076,XTZ250,Sub-Categoria 10,PDT183,2021,6,Cidade81,1109.1662440,40.0
795,XTZ250,Sub-Categoria 10,PDT183,2021,6,Cidade3,2218.3229400,80.0
2166,XTZ250,Sub-Categoria 10,PDT183,2021,6,Cidade85,1265.1688540,43.2
2689,XTZ250,Sub-Categoria 10,PDT183,2021,6,Cidade52,379.2126618,1.0
842,XTZ250,Sub-Categoria 10,PDT183,2021,6,Cidade11,236.0805770,1.0
595,XTZ250,Sub-Categoria 10,PDT183,2021,6,Cidade93,4155.3943410,140.0
1397,XTZ250,Sub-Categoria 10,PDT183,2021,6,Cidade74,1996.4973300,72.0
342,XTZ250,Sub-Categoria 10,PDT183,2021,7,Cidade88,4442.3173130,144.0
2777,XTZ250,Sub-Categoria 10,PDT183,2021,7,Cidade11,402.0893529,14.4
1220,XTZ250,Sub-Categoria 10,PDT183,2021,7,Cidade109,2421.7689050,80.0
2680,XTZ250,Sub-Categoria 10,PDT183,2021,8,Cidade36,7057.7838110,224.0
2845,XTZ250,Sub-Categoria 10,PDT183,2021,8,Cidade81,6772.9231780,244.8
1964,XTZ250,Sub-Categoria 10,PDT183,2021,8,Cidade72,1038.8080070,32.0
2689,XTZ250,Sub-Categoria 10,PDT183,2021,8,Cidade52,762.8077949,28.8
1557,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade58,236.2428907,1.0
2482,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade112,5293.3378580,168.0
209,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade57,1008.2548300,32.0
356,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade7,1223.6547260,40.0
3710,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade7,734.1928354,24.0
3710,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade81,1223.6547260,40.0
1299,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade79,1443.6375980,48.0
3109,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade81,614.7967497,24.0
1811,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade52,1334.9828630,40.0
590,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade42,10658.1701500,345.6
563,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade7,1223.6547260,40.0
3505,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade81,6147.9197580,240.0
3526,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade57,244.7309451,8.0
497,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade29,410.6728859,16.0
1339,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade79,5413.1349540,200.0
1121,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade110,2268.5733680,72.0
2390,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade29,3475.4238460,104.0
3650,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade52,1713.1166160,56.0
3650,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade7,734.1928354,24.0
795,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade3,649.9519986,24.0
1476,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade81,5416.6199260,200.0
3015,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade6,3206.8041360,100.8
2408,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade11,978.9237805,32.0
1110,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade31,15880.0135700,504.0
595,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade93,118.1166714,4.0
1842,XTZ250,Sub-Categoria 10,PDT183,2021,9,Cidade35,4124.6788510,144.0
1917,XTZ250,Sub-Categoria 10,PDT183,2021,10,Cidade81,628.7323585,24.0
1965,XTZ250,Sub-Categoria 10,PDT183,2021,10,Cidade105,14419.0098300,432.0
901,XTZ250,Sub-Categoria 10,PDT183,2021,10,Cidade27,1298.5100080,40.0
2157,XTZ250,Sub-Categoria 10,PDT183,2021,10,Cidade52,3079.7602080,100.8
21,XTZ250,Sub-Categoria 10,PDT183,2021,10,Cidade11,5628.8117380,184.0
3650,XTZ250,Sub-Categoria 10,PDT183,2021,10,Cidade52,504.7661466,1.0
209,XTZ250,Sub-Categoria 10,PDT183,2021,11,Cidade61,2520.6370750,80.0
3332,XTZ250,Sub-Categoria 10,PDT183,2021,11,Cidade110,2016.5096600,64.0
924,XTZ250,Sub-Categoria 10,PDT183,2021,11,Cidade80,184.3730733,7.2
