Client_ID,Ano,Area_Comercial,Area_Hibrida,Area_Residencial,Area_Industrial,ValorPotencial
1802,2022,1900.00,0.00,3000.00,600.00,771982.3227472
1489,2021,1400.00,0.00,4000.00,0.00,771377.4021063
301,2022,2200.00,0.00,3440.00,300.00,770044.9753551
324,2020,1855.00,185.00,3700.00,0.00,768921.6824787
1368,2020,1855.00,185.00,3700.00,0.00,768921.6824787
2590,2020,1855.00,185.00,3700.00,0.00,768921.6824787
292,2020,2000.00,0.00,3800.00,0.00,768629.1450708
2365,2021,3150.00,0.00,3150.00,0.00,768124.1399571
2586,2021,0.00,0.00,1000.00,2000.00,767624.7668735
818,2020,1835.00,185.00,3700.00,0.00,767499.4735140
1720,2020,3250.00,0.00,3250.00,0.00,766852.8535913
2135,2020,1500.00,0.00,4000.00,0.00,766042.7761437
1582,2020,2500.00,0.00,3567.00,0.00,765775.6528917
3028,2020,1600.00,0.00,3955.00,0.00,765735.8285494
2088,2022,2000.00,0.00,2700.00,700.00,765719.5350544
2523,2021,3000.00,0.00,3200.00,0.00,764622.8688406
1235,2020,3230.00,0.00,3230.00,0.00,762133.7591077
229,2020,3050.00,0.00,3300.00,0.00,760872.9777420
186,2022,300.00,0.00,5000.00,0.00,760571.7051296
1489,2020,1400.00,0.00,4000.00,0.00,758931.7313203
287,2020,2000.00,0.00,3000.00,450.00,758426.1291103
1172,2022,2500.00,0.00,3800.00,0.00,756315.1299077
2629,2022,2500.00,0.00,3800.00,0.00,756315.1299077
654,2020,3200.00,0.00,3200.00,0.00,755055.1173822
424,2020,2500.00,0.00,3500.00,0.00,754731.0864032
983,2020,2500.00,0.00,3500.00,0.00,754731.0864032
2483,2020,2500.00,0.00,3500.00,0.00,754731.0864032
2828,2022,1700.00,0.00,4205.00,0.00,753239.7801827
1472,2021,2132.00,0.00,3538.00,0.00,752410.6900741
933,2022,1500.00,0.00,3077.00,600.00,751945.1665604
988,2022,3000.00,0.00,3500.00,0.00,751327.5566567
1817,2022,3000.00,0.00,3500.00,0.00,751327.5566567
2653,2022,3000.00,0.00,3500.00,0.00,751327.5566567
3724,2022,3000.00,0.00,3500.00,0.00,751327.5566567
2586,2022,0.00,0.00,1000.00,2000.00,749650.6481575
824,2022,1100.00,0.00,4500.00,0.00,749643.4634141
3433,2021,3011.00,0.00,3100.00,0.00,748947.9888779
1627,2021,3069.00,0.00,3069.00,0.00,748372.3763582
17,2021,700.00,0.00,4190.00,0.00,747871.6553049
2044,2022,2000.00,0.00,4000.00,0.00,746562.0805897
2110,2022,2000.00,0.00,4000.00,0.00,746562.0805897
2478,2022,2000.00,0.00,4000.00,0.00,746562.0805897
3314,2022,2000.00,0.00,4000.00,0.00,746562.0805897
3504,2022,2000.00,0.00,4000.00,0.00,746562.0805897
2554,2021,1600.00,0.00,3750.00,0.00,745726.0337870
3229,2022,3300.00,0.00,3300.00,0.00,745386.8881922
699,2021,600.00,0.00,2400.00,1000.00,745116.1911579
700,2021,600.00,0.00,2400.00,1000.00,745116.1911579
701,2021,600.00,0.00,2400.00,1000.00,745116.1911579
702,2021,600.00,0.00,2400.00,1000.00,745116.1911579
703,2021,600.00,0.00,2400.00,1000.00,745116.1911579
704,2021,600.00,0.00,2400.00,1000.00,745116.1911579
705,2021,600.00,0.00,2400.00,1000.00,745116.1911579
706,2021,600.00,0.00,2400.00,1000.00,745116.1911579
707,2021,600.00,0.00,2400.00,1000.00,745116.1911579
708,2021,600.00,0.00,2400.00,1000.00,745116.1911579
709,2021,600.00,0.00,2400.00,1000.00,745116.1911579
710,2021,600.00,0.00,2400.00,1000.00,745116.1911579
711,2021,600.00,0.00,2400.00,1000.00,745116.1911579
712,2021,600.00,0.00,2400.00,1000.00,745116.1911579
713,2021,600.00,0.00,2400.00,1000.00,745116.1911579
714,2021,600.00,0.00,2400.00,1000.00,745116.1911579
715,2021,600.00,0.00,2400.00,1000.00,745116.1911579
716,2021,600.00,0.00,2400.00,1000.00,745116.1911579
717,2021,600.00,0.00,2400.00,1000.00,745116.1911579
2365,2020,3150.00,0.00,3150.00,0.00,743257.3811731
2093,2022,640.00,0.00,1940.00,1350.00,742702.9599096
2439,2021,2700.00,0.00,3200.00,0.00,741082.2921668
2523,2020,3000.00,0.00,3200.00,0.00,740833.0277355
17,2020,700.00,0.00,4190.00,0.00,740474.8299869
3284,2021,1000.00,0.00,4000.00,0.00,739989.9665413
3089,2021,0.00,0.00,1580.00,1580.00,737074.0379118
934,2022,0.00,0.00,5000.00,0.00,737031.1284559
2413,2022,0.00,0.00,5000.00,0.00,737031.1284559
696,2022,1500.00,0.00,4200.00,0.00,736809.0312717
2672,2022,3000.00,0.00,3400.00,0.00,736586.9340875
2179,2020,1700.00,0.00,2420.00,800.00,736117.4072109
1076,2021,2000.00,0.00,3500.00,0.00,735768.3832502
2935,2021,2000.00,0.00,3500.00,0.00,735768.3832502
3683,2021,2000.00,0.00,3500.00,0.00,735768.3832502
3546,2022,2800.00,0.00,3500.00,0.00,735633.8388742
1423,2021,2200.00,0.00,3400.00,0.00,734924.0665920
1472,2020,2132.00,0.00,3538.00,0.00,734826.5239392
287,2022,2000.00,0.00,3000.00,450.00,734660.8499535
1720,2022,3250.00,0.00,3250.00,0.00,734093.1474620
2895,2021,2600.00,0.00,3200.00,0.00,733235.4332756
1087,2021,2800.00,0.00,3100.00,0.00,732391.1166173
2554,2020,1600.00,0.00,3750.00,0.00,731942.7519800
55,2021,3000.00,0.00,3000.00,0.00,731546.7999591
100,2021,3000.00,0.00,3000.00,0.00,731546.7999591
535,2021,3000.00,0.00,3000.00,0.00,731546.7999591
663,2021,3000.00,0.00,3000.00,0.00,731546.7999591
1245,2021,3000.00,0.00,3000.00,0.00,731546.7999591
1500,2021,3000.00,0.00,3000.00,0.00,731546.7999591
1869,2021,3000.00,0.00,3000.00,0.00,731546.7999591
1885,2021,3000.00,0.00,3000.00,0.00,731546.7999591
2171,2021,3000.00,0.00,3000.00,0.00,731546.7999591
2249,2021,3000.00,0.00,3000.00,0.00,731546.7999591
2273,2021,3000.00,0.00,3000.00,0.00,731546.7999591
2437,2021,3000.00,0.00,3000.00,0.00,731546.7999591
2845,2021,3000.00,0.00,3000.00,0.00,731546.7999591
3377,2021,3000.00,0.00,3000.00,0.00,731546.7999591
2179,2022,1700.00,0.00,2420.00,800.00,731017.4363104
885,2021,2250.00,0.00,3350.00,0.00,730578.4788173
3284,2020,1000.00,0.00,4000.00,0.00,730487.5520268
2093,2020,640.00,0.00,1940.00,1350.00,730325.7966035
1235,2022,3230.00,0.00,3230.00,0.00,729575.6511699
3318,2022,1200.00,0.00,4300.00,0.00,728009.0771671
229,2022,3050.00,0.00,3300.00,0.00,725769.7409640
282,2021,2500.00,0.00,3200.00,0.00,725388.5743843
1318,2021,2500.00,0.00,3200.00,0.00,725388.5743843
3433,2020,3011.00,0.00,3100.00,0.00,725130.8150712
1627,2020,3069.00,0.00,3069.00,0.00,724145.0485144
400,2022,1700.00,0.00,4000.00,0.00,723021.5039160
654,2022,3200.00,0.00,3200.00,0.00,722799.4067318
9,2021,0.00,0.00,4370.37,0.00,722773.2957869
1582,2022,2500.00,0.00,3567.00,0.00,721969.4793217
9,2020,0.00,0.00,4370.37,0.00,720430.4782762
2439,2020,2700.00,0.00,3200.00,0.00,719499.8932654
1076,2020,2000.00,0.00,3500.00,0.00,719175.8622863
2935,2020,2000.00,0.00,3500.00,0.00,719175.8622863
3683,2020,2000.00,0.00,3500.00,0.00,719175.8622863
2256,2021,2200.00,0.00,3300.00,0.00,718386.0321513
3023,2022,700.00,0.00,4500.00,0.00,718256.0278490
292,2022,2000.00,0.00,3800.00,0.00,717080.8354515
1423,2020,2200.00,0.00,3400.00,0.00,716913.5243382
991,2021,2800.00,0.00,3000.00,0.00,715853.0821766
3660,2021,2800.00,0.00,3000.00,0.00,715853.0821766
545,2021,1500.00,0.00,3600.00,0.00,713072.1232347
1415,2021,2777.00,0.00,2990.00,0.00,712394.5011876
2895,2020,2600.00,0.00,3200.00,0.00,712388.8484420
885,2020,2250.00,0.00,3350.00,0.00,712226.8329525
424,2022,2500.00,0.00,3500.00,0.00,712093.2622004
983,2022,2500.00,0.00,3500.00,0.00,712093.2622004
2483,2022,2500.00,0.00,3500.00,0.00,712093.2622004
2365,2022,3150.00,0.00,3150.00,0.00,711505.6660016
1087,2020,2800.00,0.00,3100.00,0.00,710126.5104939
699,2020,600.00,0.00,2400.00,1000.00,708675.6529896
700,2020,600.00,0.00,2400.00,1000.00,708675.6529896
701,2020,600.00,0.00,2400.00,1000.00,708675.6529896
702,2020,600.00,0.00,2400.00,1000.00,708675.6529896
703,2020,600.00,0.00,2400.00,1000.00,708675.6529896
704,2020,600.00,0.00,2400.00,1000.00,708675.6529896
705,2020,600.00,0.00,2400.00,1000.00,708675.6529896
706,2020,600.00,0.00,2400.00,1000.00,708675.6529896
707,2020,600.00,0.00,2400.00,1000.00,708675.6529896
708,2020,600.00,0.00,2400.00,1000.00,708675.6529896
709,2020,600.00,0.00,2400.00,1000.00,708675.6529896
710,2020,600.00,0.00,2400.00,1000.00,708675.6529896
711,2020,600.00,0.00,2400.00,1000.00,708675.6529896
712,2020,600.00,0.00,2400.00,1000.00,708675.6529896
713,2020,600.00,0.00,2400.00,1000.00,708675.6529896
714,2020,600.00,0.00,2400.00,1000.00,708675.6529896
715,2020,600.00,0.00,2400.00,1000.00,708675.6529896
716,2020,600.00,0.00,2400.00,1000.00,708675.6529896
717,2020,600.00,0.00,2400.00,1000.00,708675.6529896
3089,2022,0.00,0.00,1580.00,1580.00,708674.9303404
3028,2022,1600.00,0.00,3955.00,0.00,708541.3648686
1403,2021,2700.00,0.00,3000.00,0.00,708006.2232854
55,2020,3000.00,0.00,3000.00,0.00,707864.1725458
100,2020,3000.00,0.00,3000.00,0.00,707864.1725458
535,2020,3000.00,0.00,3000.00,0.00,707864.1725458
663,2020,3000.00,0.00,3000.00,0.00,707864.1725458
1245,2020,3000.00,0.00,3000.00,0.00,707864.1725458
1500,2020,3000.00,0.00,3000.00,0.00,707864.1725458
1869,2020,3000.00,0.00,3000.00,0.00,707864.1725458
1885,2020,3000.00,0.00,3000.00,0.00,707864.1725458
2171,2020,3000.00,0.00,3000.00,0.00,707864.1725458
2249,2020,3000.00,0.00,3000.00,0.00,707864.1725458
2273,2020,3000.00,0.00,3000.00,0.00,707864.1725458
2437,2020,3000.00,0.00,3000.00,0.00,707864.1725458
2845,2020,3000.00,0.00,3000.00,0.00,707864.1725458
3377,2020,3000.00,0.00,3000.00,0.00,707864.1725458
324,2022,1855.00,185.00,3700.00,0.00,707718.3209863
1368,2022,1855.00,185.00,3700.00,0.00,707718.3209863
2590,2022,1855.00,185.00,3700.00,0.00,707718.3209863
2135,2022,1500.00,0.00,4000.00,0.00,707327.7861335
2523,2022,3000.00,0.00,3200.00,0.00,707105.6889493
818,2022,1835.00,185.00,3700.00,0.00,706148.9492081
2586,2020,0.00,0.00,1000.00,2000.00,705610.5194954
282,2020,2500.00,0.00,3200.00,0.00,705277.8036187
1318,2020,2500.00,0.00,3200.00,0.00,705277.8036187
97,2021,2000.00,0.00,3300.00,0.00,702692.3143688
479,2022,500.00,0.00,4500.00,0.00,702562.3100665
699,2022,600.00,0.00,2400.00,1000.00,701978.3062395
700,2022,600.00,0.00,2400.00,1000.00,701978.3062395
701,2022,600.00,0.00,2400.00,1000.00,701978.3062395
702,2022,600.00,0.00,2400.00,1000.00,701978.3062395
703,2022,600.00,0.00,2400.00,1000.00,701978.3062395
704,2022,600.00,0.00,2400.00,1000.00,701978.3062395
705,2022,600.00,0.00,2400.00,1000.00,701978.3062395
706,2022,600.00,0.00,2400.00,1000.00,701978.3062395
707,2022,600.00,0.00,2400.00,1000.00,701978.3062395
708,2022,600.00,0.00,2400.00,1000.00,701978.3062395
709,2022,600.00,0.00,2400.00,1000.00,701978.3062395
710,2022,600.00,0.00,2400.00,1000.00,701978.3062395
711,2022,600.00,0.00,2400.00,1000.00,701978.3062395
712,2022,600.00,0.00,2400.00,1000.00,701978.3062395
713,2022,600.00,0.00,2400.00,1000.00,701978.3062395
714,2022,600.00,0.00,2400.00,1000.00,701978.3062395
715,2022,600.00,0.00,2400.00,1000.00,701978.3062395
716,2022,600.00,0.00,2400.00,1000.00,701978.3062395
717,2022,600.00,0.00,2400.00,1000.00,701978.3062395
1427,2021,2200.00,0.00,3200.00,0.00,701847.9977106
2256,2020,2200.00,0.00,3300.00,0.00,700429.0967434
545,2020,1500.00,0.00,3600.00,0.00,700105.0657643
1489,2022,1400.00,0.00,4000.00,0.00,699480.9272422
991,2020,2800.00,0.00,3000.00,0.00,693642.0828991
3660,2020,2800.00,0.00,3000.00,0.00,693642.0828991
3433,2022,3011.00,0.00,3100.00,0.00,693228.2208582
1627,2022,3069.00,0.00,3069.00,0.00,693209.8060187
1405,2021,400.00,0.00,4000.00,0.00,692908.8131938
2037,2021,2500.00,0.00,3000.00,0.00,692312.5055029
2970,2021,2500.00,0.00,3000.00,0.00,692312.5055029
3048,2021,2500.00,0.00,3000.00,0.00,692312.5055029
3143,2021,2500.00,0.00,3000.00,0.00,692312.5055029
50,2021,1400.00,0.00,1700.00,1000.00,692124.8212029
3733,2021,1000.00,0.00,3700.00,0.00,690375.8632191
1415,2020,2777.00,0.00,2990.00,0.00,690358.0998302
3569,2021,4784.00,0.00,1900.00,0.00,689616.3837311
1472,2022,2132.00,0.00,3538.00,0.00,688818.2580569
1405,2020,400.00,0.00,4000.00,0.00,687821.2830867
3089,2020,0.00,0.00,1580.00,1580.00,687659.2884005
3623,2021,2500.00,0.00,2966.00,0.00,686689.5737930
1403,2020,2700.00,0.00,3000.00,0.00,686531.0380757
97,2020,2000.00,0.00,3300.00,0.00,686207.0070967
2865,2021,2000.00,0.00,3200.00,0.00,686154.2799280
1427,2020,2200.00,0.00,3200.00,0.00,683944.6691486
2439,2022,2700.00,0.00,3200.00,0.00,683565.1122755
248,2021,2800.00,0.00,2800.00,0.00,682777.0132952
321,2021,2800.00,0.00,2800.00,0.00,682777.0132952
2299,2021,2800.00,0.00,2800.00,0.00,682777.0132952
3733,2020,1000.00,0.00,3700.00,0.00,681034.2692424
2554,2022,1600.00,0.00,3750.00,0.00,678323.0886019
55,2022,3000.00,0.00,3000.00,0.00,677624.4438111
100,2022,3000.00,0.00,3000.00,0.00,677624.4438111
535,2022,3000.00,0.00,3000.00,0.00,677624.4438111
663,2022,3000.00,0.00,3000.00,0.00,677624.4438111
1245,2022,3000.00,0.00,3000.00,0.00,677624.4438111
1500,2022,3000.00,0.00,3000.00,0.00,677624.4438111
1869,2022,3000.00,0.00,3000.00,0.00,677624.4438111
1885,2022,3000.00,0.00,3000.00,0.00,677624.4438111
2171,2022,3000.00,0.00,3000.00,0.00,677624.4438111
2249,2022,3000.00,0.00,3000.00,0.00,677624.4438111
2273,2022,3000.00,0.00,3000.00,0.00,677624.4438111
2437,2022,3000.00,0.00,3000.00,0.00,677624.4438111
2845,2022,3000.00,0.00,3000.00,0.00,677624.4438111
3377,2022,3000.00,0.00,3000.00,0.00,677624.4438111
1087,2022,2800.00,0.00,3100.00,0.00,676671.3485977
2397,2021,2500.00,0.00,2900.00,0.00,675774.4710621
2895,2022,2600.00,0.00,3200.00,0.00,675718.2533843
345,2021,1400.00,0.00,3420.00,0.00,675456.8023501
3227,2021,0.00,0.00,800.00,1800.00,674324.2557454
1423,2022,2200.00,0.00,3400.00,0.00,673812.0629575
1076,2022,2000.00,0.00,3500.00,0.00,672858.9677441
2935,2022,2000.00,0.00,3500.00,0.00,672858.9677441
3683,2022,2000.00,0.00,3500.00,0.00,672858.9677441
17,2022,700.00,0.00,4190.00,0.00,672560.0978848
2037,2020,2500.00,0.00,3000.00,0.00,672308.9484290
2970,2020,2500.00,0.00,3000.00,0.00,672308.9484290
3048,2020,2500.00,0.00,3000.00,0.00,672308.9484290
3143,2020,2500.00,0.00,3000.00,0.00,672308.9484290
1539,2021,1800.00,0.00,3200.00,0.00,670460.5621455
885,2022,2250.00,0.00,3350.00,0.00,670365.1811186
2865,2020,2000.00,0.00,3200.00,0.00,669722.5795018
91,2021,2200.00,0.00,3000.00,0.00,668771.9288291
199,2021,2200.00,0.00,3000.00,0.00,668771.9288291
3284,2022,1000.00,0.00,4000.00,0.00,668093.4916772
282,2022,2500.00,0.00,3200.00,0.00,667871.3944930
1318,2022,2500.00,0.00,3200.00,0.00,667871.3944930
501,2021,1800.00,0.00,3180.00,0.00,667152.9552574
3623,2020,2500.00,0.00,2966.00,0.00,666704.2430468
362,2021,1300.00,0.00,3400.00,0.00,664302.3365707
345,2020,1400.00,0.00,3420.00,0.00,663322.0512703
991,2022,2800.00,0.00,3000.00,0.00,661930.7260286
3660,2022,2800.00,0.00,3000.00,0.00,661930.7260286
1447,2021,1900.00,0.00,3100.00,0.00,661769.3865961
50,2022,1400.00,0.00,1700.00,1000.00,661568.8193857
1700,2021,0.00,0.00,4000.00,0.00,661521.3776288
248,2020,2800.00,0.00,2800.00,0.00,660673.2277094
321,2020,2800.00,0.00,2800.00,0.00,660673.2277094
2299,2020,2800.00,0.00,2800.00,0.00,660673.2277094
3227,2022,0.00,0.00,800.00,1800.00,659944.9607726
1700,2020,0.00,0.00,4000.00,0.00,659377.1037932
3574,2021,2500.00,0.00,2800.00,0.00,659236.4366214
2256,2022,2200.00,0.00,3300.00,0.00,659071.4403884
1838,2021,1650.00,0.00,3200.00,0.00,658690.2738087
1415,2022,2777.00,0.00,2990.00,0.00,658651.8862267
981,2021,1000.00,0.00,3500.00,0.00,657299.7943377
2397,2020,2500.00,0.00,2900.00,0.00,655824.5208342
1539,2020,1800.00,0.00,3200.00,0.00,655500.4898551
3569,2022,4784.00,0.00,1900.00,0.00,655465.5581707
1403,2022,2700.00,0.00,3000.00,0.00,654083.8671373
3569,2020,4784.00,0.00,1900.00,0.00,653396.5086515
422,2021,2000.00,0.00,3000.00,0.00,653078.2110466
1331,2021,2000.00,0.00,3000.00,0.00,653078.2110466
1745,2021,2000.00,0.00,3000.00,0.00,653078.2110466
1794,2021,2000.00,0.00,3000.00,0.00,653078.2110466
1941,2021,2000.00,0.00,3000.00,0.00,653078.2110466
2020,2021,2000.00,0.00,3000.00,0.00,653078.2110466
2930,2021,2000.00,0.00,3000.00,0.00,653078.2110466
362,2020,1300.00,0.00,3400.00,0.00,652914.1209280
501,2020,1800.00,0.00,3180.00,0.00,652203.6043361
215,2021,2400.00,0.00,2800.00,0.00,651389.5777302
1243,2021,2400.00,0.00,2800.00,0.00,651389.5777302
1578,2021,2400.00,0.00,2800.00,0.00,651389.5777302
3268,2021,2400.00,0.00,2800.00,0.00,651389.5777302
91,2020,2200.00,0.00,3000.00,0.00,650975.8139589
199,2020,2200.00,0.00,3000.00,0.00,650975.8139589
2544,2021,1200.00,0.00,3000.00,200.00,650527.7821632
2979,2021,2452.00,0.00,2768.00,0.00,650177.7733326
50,2020,1400.00,0.00,1700.00,1000.00,650173.0184127
3077,2021,3000.00,0.00,2500.00,0.00,648856.6277555
545,2022,1500.00,0.00,3600.00,0.00,648365.2958570
981,2020,1000.00,0.00,3500.00,0.00,648065.4140527
255,2021,2520.00,0.00,2720.00,0.00,647575.3808471
1447,2020,1900.00,0.00,3100.00,0.00,646127.1070836
1613,2021,1588.00,0.00,3150.00,0.00,645556.2040757
1838,2020,1650.00,0.00,3200.00,0.00,644833.9226201
1427,2022,2200.00,0.00,3200.00,0.00,644330.8178193
9,2022,0.00,0.00,4370.37,0.00,644219.7465739
1021,2021,2300.00,0.00,2800.00,0.00,643542.7188389
97,2022,2000.00,0.00,3300.00,0.00,643377.7226059
1467,2021,2500.00,0.00,2700.00,0.00,642698.4021807
2067,2021,800.00,0.00,3500.00,0.00,641606.0765552
2830,2021,1833.00,0.00,3000.00,0.00,639973.9566982
3574,2020,2500.00,0.00,2800.00,0.00,639340.0932393
3190,2021,1400.00,0.00,3200.00,0.00,639073.1265805
2075,2021,1500.00,0.00,3150.00,0.00,638650.9682514
2037,2022,2500.00,0.00,3000.00,0.00,638390.1493548
2970,2022,2500.00,0.00,3000.00,0.00,638390.1493548
3048,2022,2500.00,0.00,3000.00,0.00,638390.1493548
3143,2022,2500.00,0.00,3000.00,0.00,638390.1493548
442,2021,1800.00,0.00,3000.00,0.00,637384.4932641
3395,2021,1800.00,0.00,3000.00,0.00,637384.4932641
422,2020,2000.00,0.00,3000.00,0.00,636753.7243122
1331,2020,2000.00,0.00,3000.00,0.00,636753.7243122
1745,2020,2000.00,0.00,3000.00,0.00,636753.7243122
1794,2020,2000.00,0.00,3000.00,0.00,636753.7243122
1941,2020,2000.00,0.00,3000.00,0.00,636753.7243122
2020,2020,2000.00,0.00,3000.00,0.00,636753.7243122
2930,2020,2000.00,0.00,3000.00,0.00,636753.7243122
3639,2021,2200.00,0.00,2800.00,0.00,635695.8599477
2544,2020,1200.00,0.00,3000.00,200.00,633941.9900800
2067,2020,800.00,0.00,3500.00,0.00,633843.3244060
3623,2022,2500.00,0.00,2966.00,0.00,633378.3376813
248,2022,2800.00,0.00,2800.00,0.00,632449.4808903
321,2022,2800.00,0.00,2800.00,0.00,632449.4808903
2299,2022,2800.00,0.00,2800.00,0.00,632449.4808903
215,2020,2400.00,0.00,2800.00,0.00,632229.0484160
1243,2020,2400.00,0.00,2800.00,0.00,632229.0484160
1578,2020,2400.00,0.00,2800.00,0.00,632229.0484160
3268,2020,2400.00,0.00,2800.00,0.00,632229.0484160
1613,2020,1588.00,0.00,3150.00,0.00,632182.8610322
2979,2020,2452.00,0.00,2768.00,0.00,630651.7748938
2865,2022,2000.00,0.00,3200.00,0.00,628637.1000368
255,2020,2520.00,0.00,2720.00,0.00,627574.7601282
3190,2020,1400.00,0.00,3200.00,0.00,627056.3105617
2075,2020,1500.00,0.00,3150.00,0.00,625925.1415876
3077,2020,3000.00,0.00,2500.00,0.00,625442.0345717
1021,2020,2300.00,0.00,2800.00,0.00,625118.0035926
2830,2020,1833.00,0.00,3000.00,0.00,624878.2794572
3733,2022,1000.00,0.00,3700.00,0.00,623871.6239699
2397,2022,2500.00,0.00,2900.00,0.00,623649.5267857
1467,2020,2500.00,0.00,2700.00,0.00,622855.6656445
442,2020,1800.00,0.00,3000.00,0.00,622531.6346655
3395,2020,1800.00,0.00,3000.00,0.00,622531.6346655
1405,2022,400.00,0.00,4000.00,0.00,621012.3383297
2704,2021,2000.00,0.00,2800.00,0.00,620002.1421652
3227,2020,0.00,0.00,800.00,1800.00,618565.0399510
3639,2020,2200.00,0.00,2800.00,0.00,618006.9587692
91,2022,2200.00,0.00,3000.00,0.00,614849.5726811
199,2022,2200.00,0.00,3000.00,0.00,614849.5726811
3557,2021,0.00,0.00,1075.00,1450.00,614411.0765258
345,2022,1400.00,0.00,3420.00,0.00,613985.3163413
26,2021,1500.00,0.00,3000.00,0.00,613843.9165904
1685,2021,1500.00,0.00,3000.00,0.00,613843.9165904
3654,2021,1500.00,0.00,3000.00,0.00,613843.9165904
1539,2022,1800.00,0.00,3200.00,0.00,612943.3822543
3743,2021,1900.00,0.00,2800.00,0.00,612155.2832739
1187,2021,2000.00,0.00,2747.00,0.00,611236.9839116
1350,2021,2030.00,0.00,2730.00,0.00,610779.5757240
501,2022,1800.00,0.00,3180.00,0.00,609995.2577405
733,2021,2500.00,0.00,2500.00,0.00,609622.3332993
2349,2021,2500.00,0.00,2500.00,0.00,609622.3332993
2430,2021,2500.00,0.00,2500.00,0.00,609622.3332993
3010,2021,2500.00,0.00,2500.00,0.00,609622.3332993
1991,2021,600.00,0.00,3400.00,0.00,609374.3243320
3574,2022,2500.00,0.00,2800.00,0.00,608908.9042166
2390,2021,1000.00,0.00,3200.00,0.00,607685.6910155
1447,2022,1900.00,0.00,3100.00,0.00,606049.6185764
589,2021,1800.00,0.00,2800.00,0.00,604308.4243827
1220,2021,1800.00,0.00,2800.00,0.00,604308.4243827
2292,2021,1800.00,0.00,2800.00,0.00,604308.4243827
3077,2022,3000.00,0.00,2500.00,0.00,603921.3309655
2704,2020,2000.00,0.00,2800.00,0.00,603784.8691225
1696,2021,2000.00,0.00,2700.00,0.00,603464.1077245
1827,2021,2419.00,0.00,2500.00,0.00,603266.3775974
362,2022,1300.00,0.00,3400.00,0.00,603190.3329363
1991,2020,600.00,0.00,3400.00,0.00,603136.8071644
2290,2021,300.00,0.00,3500.00,0.00,602371.7820989
7,2021,0.00,0.00,3641.97,0.00,602310.2529207
1197,2021,2400.00,0.00,2500.00,0.00,601775.4744080
26,2020,1500.00,0.00,3000.00,0.00,601198.5001954
1685,2020,1500.00,0.00,3000.00,0.00,601198.5001954
3654,2020,1500.00,0.00,3000.00,0.00,601198.5001954
1838,2022,1650.00,0.00,3200.00,0.00,601173.0939174
215,2022,2400.00,0.00,2800.00,0.00,601062.0453253
1243,2022,2400.00,0.00,2800.00,0.00,601062.0453253
1578,2022,2400.00,0.00,2800.00,0.00,601062.0453253
3268,2022,2400.00,0.00,2800.00,0.00,601062.0453253
2979,2022,2452.00,0.00,2768.00,0.00,600425.4127267
7,2020,0.00,0.00,3641.97,0.00,600357.9076754
2790,2021,2460.00,0.00,2460.00,0.00,599868.3759665
422,2022,2000.00,0.00,3000.00,0.00,599155.8548986
1331,2022,2000.00,0.00,3000.00,0.00,599155.8548986
1745,2022,2000.00,0.00,3000.00,0.00,599155.8548986
1794,2022,2000.00,0.00,3000.00,0.00,599155.8548986
1941,2022,2000.00,0.00,3000.00,0.00,599155.8548986
2020,2022,2000.00,0.00,3000.00,0.00,599155.8548986
2930,2022,2000.00,0.00,3000.00,0.00,599155.8548986
1516,2021,1493.00,0.00,2914.00,0.00,599071.9268489
255,2022,2520.00,0.00,2720.00,0.00,598685.7779395
2390,2020,1000.00,0.00,3200.00,0.00,598612.1312682
2290,2020,300.00,0.00,3500.00,0.00,598288.1002891
2621,2021,1300.00,0.00,3000.00,0.00,598150.1988078
3247,2021,1900.00,0.00,2710.00,0.00,597271.0522773
3743,2020,1900.00,0.00,2800.00,0.00,596673.8242992
2544,2022,1200.00,0.00,3000.00,200.00,596605.4260152
1149,2021,700.00,0.00,3270.00,0.00,595721.7384503
3567,2021,0.00,0.00,1462.00,1175.00,595604.6617223
3557,2022,0.00,0.00,1075.00,1450.00,595088.8989061
1187,2020,2000.00,0.00,2747.00,0.00,595048.1224973
771,2021,2100.00,0.00,2600.00,0.00,594772.9321750
981,2022,1000.00,0.00,3500.00,0.00,594390.3788316
1350,2020,2030.00,0.00,2730.00,0.00,594379.0832531
1467,2022,2500.00,0.00,2700.00,0.00,594168.2816475
1021,2022,2300.00,0.00,2800.00,0.00,593215.1864341
1333,2021,1919.00,0.00,2674.00,0.00,592808.2630680
1211,2021,800.00,0.00,3200.00,0.00,591991.9732330
552,2021,1000.00,0.00,3100.00,0.00,591147.6565748
3146,2021,241.00,0.00,1675.00,980.00,591022.7738185
733,2020,2500.00,0.00,2500.00,0.00,589886.8104549
2349,2020,2500.00,0.00,2500.00,0.00,589886.8104549
2430,2020,2500.00,0.00,2500.00,0.00,589886.8104549
3010,2020,2500.00,0.00,2500.00,0.00,589886.8104549
1700,2022,0.00,0.00,4000.00,0.00,589624.9027647
589,2020,1800.00,0.00,2800.00,0.00,589562.7794758
1220,2020,1800.00,0.00,2800.00,0.00,589562.7794758
2292,2020,1800.00,0.00,2800.00,0.00,589562.7794758
1613,2022,1588.00,0.00,3150.00,0.00,588937.7301203
1149,2020,700.00,0.00,3270.00,0.00,588818.0961145
2832,2021,2452.00,0.00,2393.00,0.00,588160.1441799
272,2021,2200.00,0.00,2510.00,0.00,587735.5600696
1696,2020,2000.00,0.00,2700.00,0.00,587300.4415277
2621,2020,1300.00,0.00,3000.00,0.00,586976.4105486
